nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],Class,logBCF
0,5.686200107158943,1.834351304572515,0.17537441882889768,5.348910365236865,2.36330333361927,0,1,13,1,1.2015612641962217
0,-0.11164451821958266,1.2449718107271222,0.1874973003553477,5.99686549660549,0.8263337411217269,0,0,0,1,4.269058436428923
0,0.025189979676735814,1.3734563406446134,0.15342019239295754,2.3859529630044625,0.5640781144008205,0,1,0,1,0.2768536872311796
0,6.496624982026955,1.2309507715494834,0.16125762082034856,1.3194377398031953,1.802661696678204,0,1,8,1,2.1688877187195756
0,6.952068444345502,2.301627051905564,0.1953874899725936,5.456780077748546,2.482630932167875,0,1,2,1,2.7698492949006024
2,-0.031121216474722553,0.4381895742705928,0.25382858532186464,1.799496434688173,0.6447820681503942,0,0,2,1,0.7468741627843589
0,6.770713894525559,1.2564687295382018,0.22126404920689124,3.040461673577906,1.2114747967327157,0,0,0,1,3.1742522417070496
3,5.586747258509633,2.498629109878109,0.17383281910982595,5.575775572992069,1.0864553702839774,0,0,0,1,2.3113650849316185
0,0.06296802855134526,1.309323057192489,0.21443890885508132,3.1941518670004774,0.919530013234929,0,0,0,1,0.08584303359188317
0,5.642212305471156,2.3192558738751896,0.19256984279303768,2.2886062003892262,1.1226484545371063,0,0,0,1,3.2266105077691942
0,0.17736949543514666,1.3265104718593883,0.19094581073250663,2.5980431456828894,0.7617681165492036,0,0,4,1,1.2778151870948347
3,7.026106758195586,2.258396367899813,0.20244825605588032,5.77596196291747,1.6106413963093245,0,0,0,1,4.484624994530751
4,-0.3830310697704151,1.252902199053957,0.16031956756928648,2.7781100975100013,0.6401548117265194,0,0,0,1,2.1857025939296406
3,-0.34507802147820543,1.216150974604636,0.16099786814649789,2.7540255627433012,0.26685531458729594,0,0,0,1,2.881395881530244
0,-0.08429388125983847,1.3615736354899113,0.22028890680604146,2.231804998725605,0.8221345358325904,0,0,0,1,2.876323692368423
0,6.116239576463349,2.0860753523886317,0.21765076744776757,5.320971555324792,2.2761371593006685,0,1,7,3,2.5366277918281277
0,5.570992748573771,2.0638561855400916,0.14065602022769394,5.129669971468885,1.2554470782586467,0,0,3,1,4.278930702835945
0,5.802522945731996,1.2984893694004163,0.17977110433787635,3.1339857748305944,0.8799317855033497,0,1,2,1,1.1616026679762665
0,7.89226576312422,2.6349932513957244,0.1743448158146039,7.179014112156605,1.2029674914155561,0,0,0,1,3.10670283105958
3,6.825257341694196,2.0024439413637984,0.18839148224205135,4.340419188425191,1.1351143734500064,0,0,0,1,1.9980239181026311
0,0.022317340350039683,1.1999127413518065,0.18976080734578402,1.8527474475977384,0.9613117184226928,0,1,0,1,0.6288242608698096
0,6.268175175938025,2.157223284904325,0.15858767332938348,3.4101658500642915,1.523926554846926,0,1,13,3,2.1385434978866718
0,6.349482482517189,2.4357416806224568,0.1414019650030238,2.4981323957887485,1.3128976760107078,0,1,2,1,2.0141415615327274
0,-0.16671812490621135,1.2517938283191952,0.17562382203808843,4.919191802301028,0.8908718707595097,0,0,0,1,4.890446011911775
0,6.456436145889648,1.2176293641514055,0.18928058858819213,3.6936718128992116,0.7734381082625019,0,1,3,1,0.4498241372644972
0,6.646114452625848,1.007125924246504,0.2032465199670895,5.402011690984047,1.2512539584662103,0,0,0,1,1.980076432294443
0,6.436378991866274,2.337372013555596,0.13686845466609388,3.8050621590307863,1.9612698500009171,0,0,1,1,3.0769160755263716
0,0.19955239956914544,1.486459632747116,0.20810854742006185,0.7654319093909578,0.7947233234137699,0,0,0,1,0.7129931591912325
2,-0.015077944224625066,1.1983580517184644,0.23131617326263196,2.730512702345326,0.8007981896701992,0,0,0,1,2.274981746322436
3,0.1560475352330148,0.6068048470224361,0.30509691861269816,2.7297723370581077,0.7635517428530352,0,0,0,1,2.7576196398336186
0,6.34653591341873,1.350769760620594,0.15403153264517638,3.292937372803863,1.5189607227415034,0,1,3,1,0.47926139515226523
1,5.1786122658512515,1.1556239923031297,0.1767211873348748,3.808641962641628,2.869179562456984,0,1,2,1,1.1566870263506526
6,-0.004732106798823391,0.5822065788480938,0.19182281634627177,4.369675460063743,0.7431311474799918,0,0,0,1,4.292030844224
0,0.24108200739930719,1.499358201095616,0.20467153739491029,1.549191535409755,1.050818575460956,0,1,1,1,-0.039268020968287076
0,0.073056179097533,1.335375104273885,0.11383739025482315,1.3993511696523624,1.0458300526578768,0,1,4,1,0.17995619938177365
0,6.029081604720505,1.250574554248334,0.20844669639812866,2.8464998736028413,2.3885440177667325,0,1,5,1,0.7975641006672953
1,5.5109719055315445,1.1970822288580916,0.1869077818672302,3.8460272712910815,1.5131516388463022,0,1,2,1,0.9078799471127424
3,6.182405017785049,2.267010018298632,0.18194792969925722,6.8073358232756815,1.5409020846762984,0,0,0,1,2.769765731737281
0,0.13118466656923713,1.2736433481947569,0.20118751896873976,1.4750588939718865,1.0543448842465215,0,1,4,1,0.8151770905870888
3,0.25644148783935733,1.3052975361614523,0.23860722271575624,3.04008127975675,1.406162792706634,0,0,0,1,2.9604284783070733
0,6.106853371876886,2.553655873887352,0.20165887846846797,6.13027000966586,0.544264335851559,0,0,0,1,3.1317941417803508
0,6.094785379397908,2.526429294974168,0.16784518869022486,3.2758625252223075,1.8985554511835054,0,1,2,3,3.1958925002967793
0,-0.31926573455954255,1.2102292337417737,0.17051815946737042,1.4445706639043048,0.6843108271685208,0,1,0,1,0.5308250548060611
0,6.5830933731684045,2.205744890621278,0.14324164286839952,2.03596304281054,1.471508785616482,0,1,5,1,1.2900626773723949
0,-0.46819812521003584,1.1487238705610392,0.22066982782673586,3.5454848393083656,0.7209532827965599,0,0,1,1,1.040722869051538
0,0.04341295457378442,1.3222483735861528,0.1748372397251753,2.4572019035042465,0.8300504622915775,0,0,0,1,3.3034576146024577
0,-0.05484690359924163,1.4363737808232044,0.20374074122647218,4.969231346764857,0.7687436475268257,0,0,2,1,1.5728512331266753
0,5.457343642513704,1.2202345186575776,0.16100267122624598,3.1639272288228577,2.256428689608205,0,1,4,1,0.16356264311010038
0,5.384373293219488,2.304090479809725,0.1568875362957679,5.577882711514162,2.660727964429127,0,1,2,3,3.1870425541249245
0,-0.46237091091035676,1.1037850550780801,0.1850386990031683,2.939083665626678,0.889279717425736,0,0,1,1,1.0285910819141697
2,0.35748891984873493,1.453342042396763,0.1568058198149958,3.227207895809464,0.7540061068249277,0,0,0,1,2.978060716346392
3,6.432184814956542,2.5120195892143444,0.19503885188678538,5.8818745826743,1.1346040361053664,0,0,0,1,4.915435877575792
