class,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
8,1.5941296493338388,1228,0.9178617484646099,176.30867096285564,1.8095276864811602,1.9538374182934752,199.0438525865025,119.07726808169201,132.52226851259132,9.9353349652078,10.52863188198242,10.027587428196792,4.026556073095497,0.6138729280935256,1.2702174607425798,8.219014644622803,1.8843264665518962,0.26167288422584534,0.08955149534056525,154,2818.8650017039827,2.594074225957186,130,1.07345010219574,159.95404554101708,1.4958719992592813,3.482664668526081,220.5445445958095,135.65874292898388,127.15725850256987,12.869065074315259,15.600666605857025,18.12711488265031,1.1654974945785577,0.41337275063425793,0.8306913777929007,7.385374474041257,1.5313956326853082,0.47706593396277486,0.10948979948568431,263,2243.709068464318,3.3655008205073624,2896,1.4064042694239292,144.89145775029505,2.593823556002215,3.894805346415043,209.29200746330076,124.66925560334946,135.19875088727707,10.641330128333411,13.875234801936022,14.683719064919392,3.122218142384125,1.011758006437665,0.7407715929758819,7.419821539030535,1.1956266995562432,0.9434148087993584,0.11637551243128536,835,1846.3656538188425,2.5807219930977876,4422,1.5681681286567895,164.74676838957367,2.507060514798787,4.416233420372009,202.34798327165686,119.48664985308864,107.99983884959308,16.042869381173496,16.632581463752683,16.88890900265151,-0.36062959245715964,1.0872818894121936,0.8864636165200824,7.998538179206393,2.1216402004359463,0.9712340176495633,0.07545225591078882,1122,1471.0681266157276,3.6297985824353054,7408,1.417445939975572,156.16831781587135,2.0306533940337883,2.7151455199131673,190.32171016811984,113.70220238082194,132.49319677947003,25.399151977530966,18.19546088446206,19.083980644769284,-0.9037769432486837,0.706118199172217,0.7859091849705693,8.504104375839233,1.4953440357220384,1.2746126493743066,0.028902255144435524,1244,1392.4166784317417,3.0285910807120136,7695,0.9479831457138062,152.45608137093984,1.5603910373688554,3.50852774107294,190.19321161725372,118.18716120622793,139.16904456329004,34.7855509867417,21.169824321622546,17.910064238893717,-1.3880390126656152,0.8401604137135413,1.08177311598593,8.462047754830003,1.4808858477211366,1.216061818170573,0.05796229517063189,1373,1607.4036544094563,3.066891633044566,9025,1.0781284521995695,175.16216041234622,1.3860134881977741,3.4726366104801567,165.26838434124517,129.5473624086654,140.26520060549424,35.40672304639205,27.594795006643697,23.417328818542988,-1.7299111103857578,0.7645183970551288,1.0766444334435084,8.743179897428188,1.2789457451351736,1.1758020883361922,0.02809285165597389,1503,1607.7035546681086
3,1.7469157975613414,1228,0.8048114942038884,203.8776617653357,1.3644716141294646,1.7458013341551888,217.92909197153867,114.11475332169823,124.53224621606432,9.170257423292242,9.579507942293045,10.891058571175074,4.038014650344849,0.6334900350521916,1.2262727597693648,8.219014644622803,1.8340925943180986,0.26453882857459965,0.14574261542059633,171,3017.840504315874,2.623979119053999,590,0.9001246982219802,162.56091152305294,1.5694829145876916,3.549818992614746,220.7064062434908,117.39398174224698,130.8754067996251,14.721713597805913,15.293880242739885,15.874177625360394,0.5955549942746434,0.43586400350440485,1.0714988417867914,7.373307936632457,1.5487424649441641,0.5289801002404048,0.14079467005401408,262,2221.99075511355,3.4652739763259888,2945,1.39944953272668,178.61633915133703,2.380213113299108,3.908915232266701,210.11289264063436,112.12418653316088,138.7412311693609,10.47482973043301,11.23273080192328,10.823710132244704,2.428663825879769,0.9134982705286472,0.7511166304579971,7.165945145304468,1.0984001259547718,0.9805980585736958,0.12026018798246234,708,1827.2364851566117,2.546112807821756,3745,1.44504795592611,172.46546795607762,2.2647426510953843,4.416233420372009,200.73726915563333,107.4798328275644,110.90399107749595,15.72365280523847,10.909777452214778,10.798059483233036,-0.47126054763793945,1.014276214995968,1.0200942754008993,8.06860450225197,2.1712085604667664,0.8277969254143359,0.09551666250398963,1222,1591.737548134764,3.6893895693139296,7371,1.4416990546780197,170.44203466435738,2.0943095183855167,2.5949252208944062,195.84419821345764,123.1518058112648,140.1730109958189,24.08751139240821,14.018469742319617,16.40667495170097,-1.0557103157043457,0.7126730697410029,0.7463929034265853,8.501598374111426,1.5704755205749186,1.2463928169675749,0.05522175574487419,1428,1316.9176895389198,2.8947848488639973,8798,1.0561214680020794,154.62609285481687,1.5281132972691687,3.7414038341275,203.10514906692396,105.95810829518152,147.66606831197976,33.613772850268944,17.849649730232958,18.69089645518524,-1.3101232519769406,0.7162359505813429,1.226681649684906,8.458811052044867,1.5351323492443014,1.2453730756286558,0.06660579801631897,1509,1765.2745361328125,2.834251381570936,10414,1.0228596393765743,181.9944365678842,1.1993017196655273,3.1232939495877847,182.53785724854308,124.17614746542993,130.41850109058242,35.28926496127731,28.874925135264142,22.392421616753445,-1.899163007736206,0.6327112172777257,1.166924278292672,8.751406252384186,1.2102372784395672,1.1830824053263138,0.049699749039447474,1754,1598.0128244347193
4,1.76488674524603,1228,1.0808074465278157,187.86354365781258,1.580720409607165,1.9578492829150025,207.28484300625965,120.76992027116144,126.23689258187093,10.465508858091438,10.322720524510476,11.268549693371634,3.9088699600737185,0.6199817553231071,1.2187109178032443,8.219014644622803,1.7519137936496947,0.26474037694533453,0.12718806981943193,164,2878.194315629311,2.6855751951538336,262,1.0315101176041948,161.22403030517535,1.5261582111897312,3.448820280702502,222.67626953125,135.46167876672584,134.5602458607507,13.559001481254027,16.19067165377051,16.452589702749115,0.9099591159599236,0.43808296758785276,0.8659071211237204,7.325055495089943,1.5519413815018628,0.5807436420142247,0.09057100245041194,210,2276.1986149785057,3.3141990416837044,3248,1.482507295878811,146.5405475440362,2.7804928067614414,3.9285699129104614,207.4870724417703,123.69828731370615,130.19076521843016,12.461487864652526,11.47480931069139,14.576923285006144,2.787114964026165,1.0086130977442902,0.7194970785180959,7.138738159006675,1.2220396746931903,0.9882653873115066,0.11473741894618507,806,1951.9013777767218,2.7960696246730117,3512,1.4321628740239047,169.10095282237756,2.2894450239747366,4.30531903833994,206.29748265212976,101.65313890163448,113.0146633290625,15.705644805643125,16.09666299980517,14.317315874227564,-0.47126054763793945,1.0176853749798123,0.9233555574598361,7.969040071161217,2.148885841607122,1.104259596496591,0.06818407532816079,1223,1469.7303725321228,3.9634896164809033,7641,1.3726491758464978,167.161623328085,1.7581234695452617,2.7790236379984936,189.07796768138166,125.57508825869785,136.63203480140433,24.650035073635976,19.931359401059726,17.162180792234107,-1.0557103157043457,0.6678850009294861,0.7708471858868511,8.384247348686037,1.4171344932495988,1.2932130694389343,0.027330958779933936,1272,1323.3189641327053,3.395407340257362,7710,0.973948678295457,150.61679940996598,1.5600283331730587,3.6380331700369664,190.56544143625126,106.26453987620305,144.87634800522744,34.1907610972993,18.68887851824594,18.630508311135937,-1.4514517784118652,0.7559427839543863,1.1489178381542446,8.527530727482684,1.4773121866055865,1.2613379955291748,0.05545712338787109,1340,1696.4081624729452,3.059326497902461,9862,1.0909453129970723,169.2174307672011,1.4505732204258357,3.0125589646151014,174.81273709037802,118.78961058838529,123.73892324568406,33.430140877422744,30.958038853779357,25.64520851555541,-1.899163007736206,0.7377852633290359,1.1044030229926998,8.66638370471765,1.2561648877596507,1.1585688261905411,0.047548156784047765,1537,1684.1700806296112
4,1.7583447836509742,1162,1.0183567934909377,179.2533514642395,1.7824906660287174,2.192784031424946,189.41333478851422,120.91804677670065,140.73041184696652,9.991888149437214,10.836567278078412,9.921579956520157,3.795096153863458,0.6360743085222182,1.1662647483000974,7.933504043219755,1.645234878618559,0.3047611655441064,0.11324290065982834,189,2812.3343672099654,2.6419893975252964,705,1.0283609877373623,168.7313245242522,1.68561064201694,3.549818992614746,206.79585898619462,118.34341766210349,128.6917340763972,14.5261255865596,15.60020599973501,15.866900160331955,1.6997434517732093,0.5726599323043459,1.0270704079190058,7.209983848995608,1.5954957146112818,0.634229280686194,0.0778249136386222,309,2177.9737665715243,3.045980366756501,2847,1.4278713067974058,148.68367502535034,2.3350142324358023,3.7259054815322705,201.26887247809373,135.95936106295017,128.87996133410502,12.872914939671698,12.408837412960498,16.431601887497546,3.4427020843545026,0.975143207098962,0.8347139866434988,7.349636113476964,1.2177363270198058,0.8768343890806105,0.12392327021594317,739,1758.2102581704007,2.3823428106912896,4014,1.432373629523239,161.27755443787302,2.4513376737889354,4.416233420372009,203.15127498763638,117.28024178457468,132.6134209389065,14.426016557516675,15.012825094645855,18.644986555888497,0.07532766881100939,1.006226158950942,0.9828760338482257,7.983445103467731,2.0155646230013198,1.0647391723230075,0.08380901128895694,1146,1492.2799558175195,3.696261693668663,6360,1.563396925130892,165.87625326716213,2.2551711033376347,2.761135541747614,182.23600843225236,130.54655401381385,139.8044830811212,26.62507417707539,18.211812956631867,20.98416581921301,-0.790494971640336,0.7992130639614399,0.8303228986158719,8.265392610195041,1.463067872236275,1.275892721113896,0.027967707360080467,1195,1381.7743900863627,2.9891651497426825,8008,1.0774690073019544,152.49665996526534,1.268975624896366,3.6115417044617537,190.16035278907415,119.38397349757699,160.079975538156,32.77147549675638,21.624878351079225,22.92983051296229,-1.4514517784118652,0.8052297482153787,1.1448719383285435,8.62592060473717,1.3464838909028967,1.2613379955291748,0.041780203734629054,1316,1568.0307005793036,3.0245531621736252,9933,1.0684001415638926,169.49861084414786,1.9221189670043912,3.6374073733539953,167.2821419862131,116.68234771503793,130.48934611993283,30.90115276226826,30.08910299816235,23.745517255621554,-1.7199064951586438,0.9463819466492802,0.9923406067832563,8.578800010183262,1.2496957614969695,1.2082067131996155,0.057201764952737516,1722,1609.8459375507596
4,1.8856147506065817,1228,0.9404860266107391,173.4283342057213,1.630746431301231,1.9767510258456535,192.42407184179234,117.04521253721225,139.29221129428313,10.4455510815259,10.606699597923308,10.450051014368894,4.038014650344849,0.5815954846315194,1.20042729721393,8.101132891495304,1.7158607460711024,0.26167288422584534,0.10788299163389437,187,3044.421621088337,2.45550219060876,748,1.1791870606343016,146.46240269241474,1.583660732556225,3.5384682580037565,214.76680783852746,122.91755275338643,138.4572219715273,14.664328827550776,14.286455331146856,16.314097518131017,1.5392578770173293,0.49052883914343653,0.9256097855915152,7.30857070073187,1.5074430686630875,0.7075387243351013,0.0583896718339569,355,2145.6725381623987,3.4083861351366163,2732,1.5208613120097545,151.85275082222546,2.5665589119807963,3.6407743834980484,208.41857336337893,121.24135336396759,134.57460607071462,10.077532063389587,14.000030380026057,15.449450960708827,3.218369948184366,0.983906209977755,0.8741359846358818,7.280043301202353,1.2027801359619694,1.1006075544735308,0.072730933887205,752,1764.74286599739,2.4141529518580085,3545,1.5043317009920953,157.2473972585852,2.415343757880886,4.309206200434416,189.1119742753178,106.0341135862893,133.5677458723511,17.975264318825015,16.476873132541858,16.16864146834225,-0.47126054763793945,1.031493513259641,0.9801078975737142,7.987767764292259,2.1712085604667664,1.0981374909490846,0.047006699675800685,1105,1514.8542248814654,3.447697003061659,5802,1.536271025958332,155.21823271205758,1.982156180826999,3.1404672886540976,170.8803523440518,114.44663324731613,145.68782099599693,27.333627194089367,18.450411834890133,19.852348023770837,-1.0557103157043457,0.9092758206534908,0.7117105715472938,8.366474188509635,1.4927912133404642,1.2518432695709518,0.025353181471658583,1316,1292.738236756774,3.2116956235588536,7935,0.9865902144188392,143.07096451158526,1.3630304389462506,3.7363530842561437,177.62281342250893,112.96725762347293,131.6353914750785,32.068803872001595,18.64543826696353,21.600200346549503,-1.0542723381103802,0.8379606107081174,1.071819489725722,8.497270432028062,1.3211308976738974,1.2613379955291748,0.0098201671442344,1273,1538.2393575642277,3.4135418696915463,9907,1.1037075372986664,158.60069230267666,1.6836750699411065,3.459078533504235,160.87729315296883,106.20005892856986,118.0015900525637,35.91400133377945,30.107485594752326,25.60995696028039,-1.899163007736206,0.8305415095779861,1.0799624335041687,8.6659599361462,1.2417305826034037,1.174790867637647,0.025759346422015453,1762,1529.333070087096
4,1.6303815221444564,1228,1.0172224672177723,175.99609035650127,1.6434718983148089,2.0434657295180605,205.90319013026243,127.02336702477646,139.01624622777112,10.599042262090157,10.04329157651091,10.020080436180894,3.962923780624646,0.6036794548635794,1.2000781324504926,8.135426737619746,1.5922058741444192,0.26167288422584534,0.11863303669171325,160,2914.639860039987,2.6998714386337928,660,1.100138728547817,164.74760892747952,1.7182477521774282,3.5108263149022325,209.8089774383233,139.5724318644753,145.619624455238,12.86232836360716,15.181041307405932,16.81908463444161,1.686954750841606,0.5963938269141535,0.9514541449843797,7.249201498103988,1.4950795197393105,0.6473105636975267,0.1386552601465019,284,2275.416406096233,3.0805108386033826,2890,1.5815282318286774,157.51262610718604,2.784790434149746,3.9285699129104614,208.79329731497467,141.2566803666606,144.10084130000814,14.382266835424726,14.608628780620714,14.312528821611544,3.4276973840582152,0.9061810155166358,0.7531176409685199,7.355492029948007,1.1898730163375528,0.9480386432333354,0.10695763621360549,693,1896.602020154152,2.757037764700478,4155,1.470083155556948,168.84078682027868,2.5064451699196932,4.37407596442081,197.1941681987805,125.2756116391725,127.90390510353527,16.309939943294452,17.41968695769187,15.659084698452073,-0.1702036634795614,1.0725757683097559,0.8940308833600065,7.984036580748087,2.0898818954926446,1.084807574354665,0.07485450894941517,1106,1467.9367026949033,3.8772465335623423,7314,1.402644536671242,174.2472436273025,2.04466836749426,3.1421658107366173,183.62335081594165,128.1495842350481,136.38591863202947,26.363787790998487,19.805526237891364,22.20197629142617,-0.9026753717716867,0.801539516053448,0.7747531216202728,8.396507797716685,1.4549588902465038,1.2559295182593269,0.018685110154743258,1232,1378.623497946883,2.819782415106733,6194,1.207194254809198,168.92183426253823,1.4945563098895556,3.438497399200617,205.70817781391858,116.29673964984906,142.01362301363133,28.866188620249744,23.150952204757633,19.96187495344827,-1.4514517784118652,0.7523446349077814,0.9877655654033888,8.505076151017802,1.371923996861919,1.219550749873046,0.02100596153903616,1503,1535.2436946544944,3.05512288477858,9091,1.1702316718629002,169.942595365268,1.5648954017242653,3.2875054510944652,163.1454843133164,123.194785101332,138.90316740709997,31.460494844600166,28.196892439317136,24.131906221491956,-1.899163007736206,0.779850991566312,1.0770273076346788,8.615626329451798,1.2932531903683069,1.2027427063550307,0.048494922342933344,1489,1642.746434643784
1,1.679013875413888,1215,0.920153166084158,188.4612321043659,1.6746858618582057,1.994741367316446,203.2286676973661,127.80418889517988,140.86487224321488,9.075039252098156,10.316636386130963,9.765148001205015,3.8657939686484664,0.7013550354144249,1.062747071099881,8.018222616444612,1.6523840165868202,0.26167288422584534,0.12905451671377974,173,3056.2747269293613,2.5023585499260017,520,0.9155945818451414,171.02137149063597,1.575727982384572,3.549818992614746,216.4105064422133,130.9636868796303,139.5265738757964,13.152045894585395,15.058667630050799,17.105607081834407,1.40072788621468,0.4577552483831634,0.8893294976333863,7.310295106659158,1.5736681649686841,0.5979909258750002,0.10683460904129757,287,2238.746285834113,3.170839474606641,3007,1.359830102260089,167.07105761891367,2.583723958250331,3.7180606782410965,201.94713110827507,103.16428351595297,131.08316764242724,11.865981240306006,13.925961427667481,13.642511533011254,2.9958776769716016,0.9844738840987821,0.7417009303430151,7.138906644518047,1.1265224985031175,0.9703763277839286,0.1114981327951747,776,1900.5527065648134,2.4533795932565354,4105,1.4567090064979205,167.1108743222549,2.207256183401697,4.401960747509236,211.70654418954112,126.55221706503468,119.79112802930823,15.059264365095455,16.032292612945874,14.934489093100428,-0.22386458166437206,0.9972904835469291,0.9350196746834081,8.00610057382599,2.1659830722203264,1.0649293045196448,0.04655829406203141,1158,1491.6626482032743,3.761150157720013,7433,1.5258034427825886,166.31078511787766,2.1169222256948457,2.584836001093922,198.65763416558121,123.20406909588543,140.97214213982238,25.02901521329033,14.902879622808234,17.682444123629974,-0.9678695890339339,0.7226882784975681,0.7824777176681483,8.49820621659607,1.5237183076776402,1.2407287906184696,0.02478879410178332,1283,1386.953816404712,2.9695634964547826,7717,0.9838339280682679,162.82984197718181,1.7692850670507403,3.7899839794485373,197.9245698330242,138.6749825163451,151.6642985316903,31.47403343182489,20.138397769148234,18.800089332747742,-0.7690037457073426,0.8206135787992127,1.118639408019655,8.544574506505107,1.3932361863897844,1.2613379955291748,0.04898334891549317,1477,1765.2745361328125,2.8630355586776095,10232,1.0298469654558917,170.8847199385027,1.5433203510343751,3.3482446668482266,172.916932177597,116.18781450885831,133.19602857615322,31.372898758857634,25.193359476646567,25.720207398445286,-1.1816827662108427,0.7939664708458009,1.121765657545505,8.630992014938522,1.2638213710341482,1.2082067131996155,0.05270074033146631,1543,1528.5274297690266
1,1.6977360787335594,1214,0.9860314146656185,185.08687833704963,1.5871721777393473,1.9434345825868335,195.03482649138604,131.94158817381742,148.28419821753488,9.897567275760007,9.616927483781671,9.425086473261642,4.038014650344849,0.6191596202980095,1.36402921562405,8.19479364248097,1.7323910577009936,0.26167288422584534,0.13168891841312405,182,2971.5092490697157,2.3782793737908716,842,1.0263062055401164,163.13396150966972,1.3569369377752254,3.43179434775406,218.29175486709602,137.42176917207274,149.00342444223253,12.258140635596616,14.990266184163698,15.236259951423921,1.1228676680163654,0.571935826846012,0.9894296924166426,7.268166049331963,1.6317914113148735,0.454205124948879,0.10533758131560074,254,2113.0312043723534,3.21425946172892,2827,1.407043248660056,161.3075596860023,2.2617589671204463,3.6616922436442505,207.17653642375967,139.64188670221716,144.17129094959745,13.832771813634212,13.421246367790937,13.325458262750097,2.5307004812087914,0.9923038667999253,0.8431831839076542,7.234068144493494,1.1941883829703652,0.9259561776451924,0.07659414052192957,726,1760.2068393425563,2.4882812569228774,4705,1.3996217096330286,166.55576209635208,2.434583851420524,4.331624996385398,197.24391050655825,120.84474644325724,128.76936033858837,14.834091326174844,15.128474851282734,15.05421839617873,-0.47126054763793945,1.0948288046906895,0.9406405868527437,7.898421165131236,2.1712085604667664,0.8913694403363145,0.07013362670369011,1041,1343.0020752110859,3.5862014922180383,6148,1.4986391099370668,150.17577012916934,2.077191915702084,2.733496398602392,181.42352634827142,132.66682138892324,131.90447310415217,23.26569763459154,16.67218253282681,18.56300934538794,-0.8164136565446052,0.7983411404404577,0.9455323895295498,8.455179097375007,1.6238616946434261,1.2753668059435959,0.035594155950380874,1111,1195.431329047441,3.104173482640522,8189,0.9479831457138062,156.70018618742247,1.7739100990419474,3.723882233557113,201.36014310423786,124.99304104423665,152.27825791966308,30.75662948142516,19.89254837342046,19.871555963865646,-1.1579365184013861,0.724695137143079,1.082634198369635,8.328242783439714,1.4865644981736077,1.2591899260923585,0.03826028178945755,1274,1674.8043205579977,2.722360950413427,10021,1.186732312592299,175.18689918467055,1.7584577006367559,3.303844087766977,178.98728651416877,127.05753477646431,133.7084618039416,33.69885297790673,27.376623919884146,23.697198300610516,-1.899163007736206,0.7820453171305792,1.1254207199475739,8.479164829277094,1.3500278124196796,1.127820270968979,0.07050859085721489,1649,1581.693291406128
8,1.8109038894925935,1228,1.0478967617305008,178.05891805720876,1.95661916499172,2.2009832726087213,186.58360127453184,137.92298038228742,135.35797149781538,10.575825976846591,10.337549965691261,10.464443809492716,4.038014650344849,0.6450013112485113,1.0824157314057712,8.219014644622803,1.7129104460001634,0.3406785810037981,0.09729885429089626,173,3115.879261502615,2.46301071353641,880,1.3747758277397137,166.2053242018986,1.91670934094682,3.4881195317564204,202.20433247287417,120.37182265997149,144.16134110878562,14.382730197185776,14.861784853041943,16.047691727511292,1.8336933317234583,0.6644419497095743,0.9046047703765087,7.451321767253083,1.4520453028943083,0.7051804553290661,0.0885505153385621,296,2183.3277635040736,3.1561754077224613,2700,1.470583036949117,152.8885402652443,2.630697413722116,3.5810555210989485,195.02879436440205,136.54489096824864,146.56637124981415,14.862464722582954,17.857651155705152,17.079388746991768,3.0974225419588817,0.9920200221167429,0.7087088209488258,7.3791585322730295,1.2621915409099067,0.8710223727755324,0.07445807879113012,764,1812.27030915281,2.774772796764162,3997,1.5681279680877445,166.48924073622723,2.6458762654751835,4.416233420372009,182.76254117179644,132.07786436141103,133.6614788987359,19.989027248734764,20.219257165867,17.02651850564611,0.0456591994256037,0.9828930388978422,0.8549765825956679,7.83980338492621,2.0266008235610244,0.8893505913851085,0.038964205858356346,970,1360.5574759794508,3.723309768948517,6518,1.4395082385238327,166.66415292519207,2.0190901026640615,3.5420662952841684,175.4427057480751,144.07230087301417,139.5196474340264,24.10268682066267,21.947022442120872,21.360796041411074,-0.7119780652076058,0.9453530994041971,0.7640274409686496,8.335675021012745,1.44308981050626,1.1812314493699698,0.012035613780339108,1136,1392.4176035958224,3.4176553721647713,6246,1.1972573140519445,153.5025957076871,1.8026730669730797,3.875517289318403,183.65736915582625,133.56887940417914,147.23264061498563,30.471252138112888,21.200380518390237,20.56200402118911,-1.02074549857294,0.961775156361287,1.0125812383406063,8.279316347727928,1.4318859818912961,1.228152890762839,0.06042230335117893,1371,1491.4558291947465,3.4527089966252693,10145,1.4793002605188188,172.77417047379421,2.2510830033243994,3.6030041077081503,166.22942924953625,122.21613806458718,144.64713820986657,33.23535229579576,28.64559586989446,25.69491914276374,-1.8170652974478978,0.9543185716605636,0.9869519412667396,8.500181520549356,1.308850374626165,1.2082067131996155,0.07826403229379388,1266,1536.526973786889
4,1.8259157633620164,1210,0.9966155899553143,177.14532644210482,1.6697117001805455,2.0609193905011156,199.93829667564057,128.61564527933746,132.35911840082764,10.593616684753398,9.453445388465274,9.978122605829718,3.9580784494901877,0.7384028967087023,1.3640964392622914,8.219014644622803,1.5696644037271994,0.26167288422584534,0.14260341790011555,192,3035.98123490443,2.783201770451931,847,1.1636275408356729,151.69537755138066,1.727961601147748,3.5308378217445577,206.0508618950305,127.86097343063454,127.9087331833972,14.570675826003924,13.337044030597681,15.86791792235977,1.7579449927430366,0.5019275836525284,0.9143843977605235,7.454722021813844,1.4913784769835439,0.659941855490684,0.13659948104506137,308,2392.030853097948,3.183212111880642,2935,1.5602033477044863,162.7646377958518,2.542909760601644,3.718550465700806,206.15121061524073,115.90315570777989,136.13829688497484,11.718012947489763,12.424551580897145,12.76459526239206,2.801064720056317,0.9812740710339602,0.7230651787092863,7.301400719854982,1.0458842619800213,0.9393100540700813,0.11598868358450394,740,1836.9489855600336,2.542486001475098,3710,1.6068841881969653,178.9162884211446,2.4539974290495383,4.23987160172306,194.56461707440118,108.9911904753267,121.42072830169722,16.00883857794813,14.908219889296241,13.25922169600349,-0.2923307048362833,0.9272683755149389,0.8758722023540236,8.082735830090355,2.1712085604667664,0.9378620388954396,0.1215421754014088,1124,1305.2028439882797,3.3262826094157605,6683,1.4345699818052051,161.57052901969416,2.0556278280306386,2.9094208727530018,198.83299720370272,135.58133723607992,124.27614930920521,27.74377878482516,20.153075736784952,20.44679112770882,-1.0557103157043457,0.6392437683249683,0.7394662011618923,8.331548337862001,1.5686616277951928,1.2932130694389343,0.04620391504759336,1411,1270.6951620041823,3.2324109696608767,8082,1.060632254423149,146.5883065943558,1.7597252851222613,3.7098939959121697,191.83770072701557,107.63857348530902,144.0758696721149,32.36478995544246,19.793757648782936,17.84396667751698,-1.4514517784118652,0.8569607220411337,1.0755266937089198,8.564323677242017,1.4511208453150768,1.2613379955291748,0.07391295311014418,1495,1641.9605921585066,2.9985513529010563,9358,1.101508595045095,171.2656583702243,1.4574560542604027,3.25745451153797,184.34569151590514,132.11563389961418,127.26682254187844,33.97384552865365,28.977612912537836,26.836459239983544,-1.3695050351871894,0.8909719229987603,1.0270908571287602,8.599414692120828,1.2950440594733819,1.2082067131996155,0.08694615406530859,1495,1605.1430251082434
